Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,0,-0.010963343714320062,0.010526315789473717
2,7,-0.020223111201489452,0.0
3,6,-0.029520219775440615,-0.010526315789473717
4,8,-0.020332698734031096,-0.010526315789473717
5,2,-0.0388628868325257,-0.021052631578947323
6,5,-0.05771966575881993,-0.04210526315789476
7,3,-0.08388354744946436,-0.05263157894736836
8,4,-0.07502629264993455,-0.05263157894736836
9,1,-0.0998616491566815,-0.06315789473684208
