Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,6,0.017777316995780335,0.021052631578947323
2,2,0.015346294335924826,0.010526315789473717
3,4,0.015346294335924826,0.010526315789473717
4,8,0.015346294335924826,0.010526315789473717
5,3,-0.005883856139076937,0.0
6,5,0.0,0.0
7,0,-0.014955376294188416,-0.010526315789473717
8,1,-0.029520219775440615,-0.010526315789473717
9,7,-0.02954502927393421,-0.021052631578947323
