Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,0.007475394259647161,0.03157894736842104
2,2,0.0240970143303445,0.021052631578947323
3,3,-0.01118226963693636,0.0
4,4,-0.025172202396570253,-0.010526315789473717
5,7,-0.00898627622090209,-0.010526315789473717
6,8,-0.014955376294188416,-0.010526315789473717
7,6,-0.034450967697878254,-0.021052631578947323
8,0,-0.048259701709114755,-0.03157894736842104
9,5,-0.04379246755907873,-0.03157894736842104
