Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,7,0.03535512648494732,0.04210526315789476
2,1,-0.01471027825497273,0.010526315789473717
3,2,-0.005883856139076937,0.0
4,8,0.0,0.0
5,5,-0.020332698734031096,-0.010526315789473717
6,0,-0.034450967697878254,-0.021052631578947323
7,3,-0.04282211729468666,-0.021052631578947323
8,4,-0.0388628868325257,-0.021052631578947323
9,6,-0.04282211729468666,-0.021052631578947323
