Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,5,0.03111055733661594,0.021052631578947323
2,6,0.03111055733661594,0.021052631578947323
3,8,-0.005883856139076937,0.0
4,1,-0.029520219775440615,-0.010526315789473717
5,2,-0.02954502927393421,-0.021052631578947323
6,4,-0.0388628868325257,-0.021052631578947323
7,7,-0.0240970143303445,-0.021052631578947323
8,0,-0.048259701709114755,-0.03157894736842104
9,3,-0.05771966575881993,-0.04210526315789476
