Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,0.0240970143303445,0.021052631578947323
2,2,0.0,0.0
3,3,0.0,0.0
4,4,0.0,0.0
5,7,0.0,0.0
6,8,0.0,0.0
7,0,-0.014955376294188416,-0.010526315789473717
8,5,-0.014955376294188416,-0.010526315789473717
9,6,-0.014955376294188416,-0.010526315789473717
