Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,0,0.03967886489275163,0.03157894736842104
2,1,0.02658683891606417,0.03157894736842104
3,3,0.04732188548771732,0.03157894736842104
4,6,0.03111055733661594,0.021052631578947323
5,4,0.008918032718539526,0.010526315789473717
6,8,0.015346294335924826,0.010526315789473717
7,5,-0.014955376294188416,-0.010526315789473717
8,2,-0.02954502927393421,-0.021052631578947323
9,7,-0.04379246755907873,-0.03157894736842104
