Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,8,0.06401163417554634,0.04210526315789476
2,0,0.03111055733661594,0.021052631578947323
3,5,0.03111055733661594,0.021052631578947323
4,2,-0.014955376294188416,-0.010526315789473717
5,3,-0.020332698734031096,-0.010526315789473717
6,4,-0.014955376294188416,-0.010526315789473717
7,6,-0.020332698734031096,-0.010526315789473717
8,7,-0.014955376294188416,-0.010526315789473717
9,1,-0.04636429847612933,-0.021052631578947323
