Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,7,0.017777316995780335,0.021052631578947323
2,5,0.008918032718539526,0.010526315789473717
3,8,0.008918032718539526,0.010526315789473717
4,4,-0.005883856139076937,0.0
5,1,-0.03341665441041519,-0.010526315789473717
6,2,-0.014955376294188416,-0.010526315789473717
7,6,-0.034450967697878254,-0.021052631578947323
8,3,-0.052273256212687524,-0.03157894736842104
9,0,-0.07502629264993455,-0.05263157894736836
