Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,0.01015184936615221,0.04210526315789476
2,4,0.0240970143303445,0.021052631578947323
3,7,0.012086428424005535,0.021052631578947323
4,0,0.015346294335924826,0.010526315789473717
5,2,0.0031270700910166482,0.010526315789473717
6,5,-0.020332698734031096,-0.010526315789473717
7,8,-0.020332698734031096,-0.010526315789473717
8,6,-0.05771966575881993,-0.04210526315789476
9,3,-0.09099556167349288,-0.06315789473684208
