Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,8,0.04732188548771732,0.03157894736842104
2,0,0.03111055733661594,0.021052631578947323
3,5,0.03111055733661594,0.021052631578947323
4,2,0.0,0.0
5,4,0.0,0.0
6,7,0.0,0.0
7,1,-0.020332698734031096,-0.010526315789473717
8,6,-0.014955376294188416,-0.010526315789473717
9,3,-0.02954502927393421,-0.021052631578947323
