Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,-0.0017330352787657821,0.021052631578947323
2,6,0.017777316995780335,0.021052631578947323
3,2,0.015346294335924826,0.010526315789473717
4,3,0.008918032718539526,0.010526315789473717
5,4,0.015346294335924826,0.010526315789473717
6,8,0.015346294335924826,0.010526315789473717
7,0,-0.01118226963693636,0.0
8,5,0.0,0.0
9,7,-0.04379246755907873,-0.03157894736842104
