Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,0,0.015346294335924826,0.010526315789473717
2,7,0.015346294335924826,0.010526315789473717
3,1,0.0,0.0
4,8,0.0,0.0
5,2,-0.014955376294188416,-0.010526315789473717
6,4,-0.014955376294188416,-0.010526315789473717
7,5,-0.014955376294188416,-0.010526315789473717
8,6,-0.014955376294188416,-0.010526315789473717
9,3,-0.02954502927393421,-0.021052631578947323
