Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,4,0.012086428424005535,0.021052631578947323
2,7,0.00696860222781448,0.021052631578947323
3,1,-0.020223111201489452,0.0
4,5,0.0,0.0
5,2,-0.014955376294188416,-0.010526315789473717
6,8,-0.02954502927393421,-0.021052631578947323
7,6,-0.04379246755907873,-0.03157894736842104
8,0,-0.06542112338788386,-0.04210526315789476
9,3,-0.06177863136269579,-0.04210526315789476
