Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,6,0.04732188548771732,0.03157894736842104
2,5,0.03111055733661594,0.021052631578947323
3,4,0.008918032718539526,0.010526315789473717
4,8,0.0,0.0
5,1,-0.025172202396570253,-0.010526315789473717
6,2,-0.014955376294188416,-0.010526315789473717
7,3,-0.014955376294188416,-0.010526315789473717
8,0,-0.02954502927393421,-0.021052631578947323
9,7,-0.0240970143303445,-0.021052631578947323
