Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,5,0.03967886489275163,0.03157894736842104
2,3,0.0031270700910166482,0.010526315789473717
3,4,0.008918032718539526,0.010526315789473717
4,2,0.0,0.0
5,0,-0.020332698734031096,-0.010526315789473717
6,7,-0.029520219775440615,-0.010526315789473717
7,8,-0.014955376294188416,-0.010526315789473717
8,1,-0.04636429847612933,-0.021052631578947323
9,6,-0.0388628868325257,-0.021052631578947323
