Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,0.022777338278987536,0.06315789473684208
2,4,0.04143849013063783,0.04210526315789476
3,7,0.012086428424005535,0.021052631578947323
4,0,-0.005883856139076937,0.0
5,2,-0.025172202396570253,-0.010526315789473717
6,8,-0.020332698734031096,-0.010526315789473717
7,5,-0.034450967697878254,-0.021052631578947323
8,3,-0.09599541759890351,-0.06315789473684208
9,6,-0.08469437589286566,-0.06315789473684208
