Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,-0.01471027825497273,0.010526315789473717
2,6,0.0,0.0
3,3,-0.020332698734031096,-0.010526315789473717
4,8,-0.00898627622090209,-0.010526315789473717
5,0,-0.02954502927393421,-0.021052631578947323
6,7,-0.02954502927393421,-0.021052631578947323
7,5,-0.04379246755907873,-0.03157894736842104
8,4,-0.05771966575881993,-0.04210526315789476
9,2,-0.08469437589286566,-0.06315789473684208
