Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,6,0.008918032718539526,0.010526315789473717
2,3,-0.020332698734031096,-0.010526315789473717
3,0,-0.02954502927393421,-0.021052631578947323
4,1,-0.052316507911142174,-0.021052631578947323
5,5,-0.04379246755907873,-0.03157894736842104
6,7,-0.04379246755907873,-0.03157894736842104
7,2,-0.06177863136269579,-0.04210526315789476
8,4,-0.07502629264993455,-0.05263157894736836
9,8,-0.06725223638412647,-0.05263157894736836
