Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,7,0.0240970143303445,0.021052631578947323
2,0,0.015346294335924826,0.010526315789473717
3,5,0.015346294335924826,0.010526315789473717
4,2,0.0,0.0
5,4,0.0,0.0
6,6,0.0,0.0
7,8,0.0,0.0
8,3,-0.020332698734031096,-0.010526315789473717
9,1,-0.0240970143303445,-0.021052631578947323
