Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,0.019552461928820097,0.052631578947368474
2,8,0.06401163417554634,0.04210526315789476
3,5,0.03967886489275163,0.03157894736842104
4,0,0.006529850385149305,0.0
5,6,-0.020223111201489452,0.0
6,2,-0.02954502927393421,-0.021052631578947323
7,3,-0.0388628868325257,-0.021052631578947323
8,4,-0.034450967697878254,-0.021052631578947323
9,7,-0.08802012948108107,-0.06315789473684208
