Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,6,0.04732188548771732,0.03157894736842104
2,1,0.015346294335924826,0.010526315789473717
3,0,0.0,0.0
4,3,0.0,0.0
5,5,0.0,0.0
6,7,0.0,0.0
7,2,-0.014955376294188416,-0.010526315789473717
8,4,-0.014955376294188416,-0.010526315789473717
9,8,-0.014955376294188416,-0.010526315789473717
