Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,2,0.015346294335924826,0.010526315789473717
2,4,0.008918032718539526,0.010526315789473717
3,3,-0.005883856139076937,0.0
4,7,0.006529850385149305,0.0
5,8,0.0,0.0
6,5,-0.014955376294188416,-0.010526315789473717
7,6,-0.014955376294188416,-0.010526315789473717
8,0,-0.02954502927393421,-0.021052631578947323
9,1,-0.04379246755907873,-0.03157894736842104
