Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,0.005208734679541305,0.04210526315789476
2,8,0.012086428424005535,0.021052631578947323
3,3,-0.00208470308402553,0.010526315789473717
4,7,-0.00208470308402553,0.010526315789473717
5,2,-0.01118226963693636,0.0
6,4,-0.03341665441041519,-0.010526315789473717
7,0,-0.04282211729468666,-0.021052631578947323
8,5,-0.0388628868325257,-0.021052631578947323
9,6,-0.059081623284212625,-0.03157894736842104
