Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,1,0.005208734679541305,0.04210526315789476
2,8,0.06401163417554634,0.04210526315789476
3,5,0.03967886489275163,0.03157894736842104
4,0,0.0,0.0
5,6,-0.020223111201489452,0.0
6,7,-0.061935715993992724,-0.03157894736842104
7,2,-0.05771966575881993,-0.04210526315789476
8,3,-0.0686799300748111,-0.04210526315789476
9,4,-0.07832327580260523,-0.05263157894736836
