Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,6,0.015346294335924826,0.010526315789473717
2,5,0.0,0.0
3,1,-0.03998788453852131,-0.010526315789473717
4,4,-0.03689595076959262,-0.010526315789473717
5,7,-0.020332698734031096,-0.010526315789473717
6,2,-0.02954502927393421,-0.021052631578947323
7,8,-0.048259701709114755,-0.03157894736842104
8,0,-0.06177863136269579,-0.04210526315789476
9,3,-0.05771966575881993,-0.04210526315789476
