Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,0,-0.005883856139076937,0.0
2,7,-0.005883856139076937,0.0
3,8,0.0,0.0
4,2,-0.014955376294188416,-0.010526315789473717
5,4,-0.04379246755907873,-0.03157894736842104
6,5,-0.04379246755907873,-0.03157894736842104
7,6,-0.04379246755907873,-0.03157894736842104
8,1,-0.0812672957988324,-0.05263157894736836
9,3,-0.08802012948108107,-0.06315789473684208
