Rank,Head,F1 Drop (Contribution),Accuracy Drop
1,3,0.04732188548771732,0.03157894736842104
2,7,0.0240970143303445,0.021052631578947323
3,2,0.015346294335924826,0.010526315789473717
4,4,0.015346294335924826,0.010526315789473717
5,5,0.0,0.0
6,6,0.0,0.0
7,8,0.0,0.0
8,1,-0.014955376294188416,-0.010526315789473717
9,0,-0.02954502927393421,-0.021052631578947323
