Rank,Head,Mean F1 Drop,Mean Accuracy Drop
1,1,-0.007808516636847618,0.0059210526315789415
2,5,0.0047921250993831,0.0036184210526315763
3,8,0.004785195536285598,0.0032894736842105227
4,7,0.0011901891619227126,0.002302631578947372
5,2,-0.005257660821113813,-0.0026315789473684327
6,4,-0.007619674378157373,-0.0039473684210526196
7,3,-0.009839854158218773,-0.004276315789473677
8,6,-0.009714213369998226,-0.004934210526315801
9,0,-0.014966695992727833,-0.010197368421052629
