Rank,Head,Mean F1 Drop,Mean Accuracy Drop
1,1,-0.008518566181382978,0.013397129186602876
2,7,0.0015570872142219457,0.00669856459330144
3,8,0.00345636276707677,0.002870813397129192
4,5,0.00025591706204490403,0.0012759170653907502
5,2,-0.014062695760303124,-0.00797448165869219
6,4,-0.014937132692579834,-0.008293460925039865
7,3,-0.01879378864399507,-0.008931419457735245
8,6,-0.02249367450367188,-0.013397129186602855
9,0,-0.02947793096764029,-0.01850079744816585
