Rank,Head,Mean F1 Drop,Mean Accuracy Drop
1,8,0.005427864200619789,0.0036184210526315763
2,3,0.0024397514158533314,0.003289473684210533
3,7,0.0018631991842191324,0.0009868421052631575
4,2,0.0001766213532287883,0.0006578947368421142
5,5,-0.00203271550934922,-0.0016447368421052613
6,4,-0.003423574931958606,-0.0023026315789473617
7,6,-0.004826673174854617,-0.002631578947368419
8,0,-0.0054338615078146045,-0.0039473684210526265
9,1,-0.0074913023444701,-0.0009868421052631506
