Rank,Head,Mean F1 Drop,Mean Accuracy Drop
1,8,-0.001587887974639532,3.469446951953614e-18
2,5,-0.004309076159798322,-0.0003289473684210571
3,1,-0.00969310393032433,0.01907894736842107
4,7,-0.009735590430521947,0.00065789473684209
5,2,-0.01661453502690294,-0.00822368421052631
6,4,-0.023109431391464295,-0.01118421052631579
7,3,-0.024044482922839686,-0.010855263157894732
8,6,-0.03139453640443459,-0.01842105263157894
9,0,-0.037767435298536045,-0.023355263157894726
